city,time,product_line,unit_price,quantity,tax_5%,total,payment,customer_type,gender,rating,cogs,gross_income
yangon,2019-01-16 17:59:00,home_and_lifestyle,63.56,10,31.78,667.38,cash,member,male,4.3,635.6,31.78
yangon,2019-01-16 18:41:00,sports_and_travel,93.18,2,9.318,195.678,credit card,normal,female,8.5,186.36,9.318
yangon,2019-01-17 12:48:00,home_and_lifestyle,21.52,6,6.456,135.576,credit card,normal,male,9.4,129.12,6.456
yangon,2019-01-17 13:01:00,food_and_beverages,81.21,10,40.605,852.705,credit card,normal,female,6.3,812.1,40.605
yangon,2019-01-17 15:15:00,sports_and_travel,58.91,7,20.6185,432.9885,ewallet,normal,male,9.7,412.37,20.6185
yangon,2019-01-17 17:59:00,sports_and_travel,25.7,3,3.855,80.955,ewallet,normal,male,6.1,77.1,3.855
yangon,2019-01-18 10:11:00,fashion_accessories,88.15,3,13.2225,277.6725,ewallet,member,female,7.9,264.45,13.2225
yangon,2019-01-18 17:26:00,sports_and_travel,89.06,6,26.718,561.078,cash,member,male,9.9,534.36,26.718
yangon,2019-01-18 18:43:00,home_and_lifestyle,19.36,9,8.712,182.952,ewallet,member,male,8.7,174.24,8.712
yangon,2019-01-18 20:59:00,electronic_accessories,26.31,5,6.5775,138.1275,credit card,normal,female,8.8,131.55,6.5775
yangon,2019-01-19 12:47:00,electronic_accessories,11.94,3,1.791,37.611,credit card,member,male,8.1,35.82,1.791
yangon,2019-01-19 13:11:00,fashion_accessories,99.1,6,29.73,624.33,cash,normal,female,4.2,594.6,29.73
yangon,2019-01-19 14:08:00,sports_and_travel,64.19,10,32.095,673.995,credit card,normal,male,6.7,641.9,32.095
yangon,2019-01-19 15:28:00,sports_and_travel,67.26,4,13.452,282.492,credit card,member,male,8.0,269.04,13.452
yangon,2019-01-19 16:31:00,food_and_beverages,51.28,6,15.384,323.064,cash,normal,male,6.5,307.68,15.384
yangon,2019-01-19 19:30:00,home_and_lifestyle,45.68,10,22.84,479.64,ewallet,normal,female,5.7,456.8,22.84
yangon,2019-01-19 20:07:00,home_and_lifestyle,58.07,9,26.1315,548.7615,ewallet,member,male,4.3,522.63,26.1315
yangon,2019-01-19 20:29:00,food_and_beverages,33.88,8,13.552,284.592,ewallet,normal,male,9.6,271.04,13.552
yangon,2019-01-20 15:48:00,health_and_beauty,55.5,4,11.1,233.1,credit card,member,male,6.6,222.0,11.1
yangon,2019-01-20 15:55:00,home_and_lifestyle,72.35,10,36.175,759.675,cash,member,female,5.4,723.5,36.175
yangon,2019-01-20 17:48:00,fashion_accessories,63.88,8,25.552,536.592,ewallet,member,female,9.9,511.04,25.552
yangon,2019-01-20 18:09:00,sports_and_travel,93.14,2,9.314,195.594,ewallet,normal,female,4.1,186.28,9.314
yangon,2019-01-21 10:00:00,food_and_beverages,36.36,2,3.636,76.356,cash,member,female,7.1,72.72,3.636
yangon,2019-01-21 16:37:00,home_and_lifestyle,77.95,6,23.385,491.085,ewallet,normal,female,8.0,467.7,23.385
yangon,2019-01-21 17:44:00,home_and_lifestyle,73.22,6,21.966,461.286,cash,normal,male,7.2,439.32,21.966
yangon,2019-01-21 18:00:00,food_and_beverages,54.67,3,8.2005,172.2105,credit card,normal,male,8.6,164.01,8.2005
yangon,2019-01-21 18:01:00,health_and_beauty,53.17,7,18.6095,390.7995,cash,member,male,8.9,372.19,18.6095
yangon,2019-01-22 10:55:00,home_and_lifestyle,74.67,9,33.6015,705.6315,ewallet,normal,male,9.4,672.03,33.6015
yangon,2019-01-22 11:00:00,home_and_lifestyle,30.68,3,4.602,96.642,ewallet,normal,male,9.1,92.04,4.602
yangon,2019-01-23 10:28:00,electronic_accessories,66.06,6,19.818,416.178,cash,normal,female,7.3,396.36,19.818
yangon,2019-01-23 11:22:00,food_and_beverages,98.53,6,29.559,620.739,credit card,member,male,4.0,591.18,29.559
yangon,2019-01-23 12:20:00,fashion_accessories,30.61,1,1.5305,32.1405,ewallet,normal,male,5.2,30.61,1.5305
yangon,2019-01-23 12:35:00,food_and_beverages,47.63,9,21.4335,450.1035,cash,member,female,5.0,428.67,21.4335
yangon,2019-01-23 14:04:00,fashion_accessories,17.94,5,4.485,94.185,ewallet,member,male,6.8,89.7,4.485
yangon,2019-01-23 14:21:00,health_and_beauty,95.95,5,23.9875,503.7375,ewallet,member,female,8.8,479.75,23.9875
yangon,2019-01-23 17:44:00,health_and_beauty,58.15,4,11.63,244.23,cash,normal,male,8.4,232.6,11.63
yangon,2019-01-24 10:04:00,sports_and_travel,78.77,10,39.385,827.085,cash,normal,male,6.4,787.7,39.385
yangon,2019-01-24 10:57:00,electronic_accessories,48.62,8,19.448,408.408,cash,member,female,5.0,388.96,19.448
yangon,2019-01-24 17:43:00,electronic_accessories,10.56,8,4.224,88.704,cash,normal,male,7.6,84.48,4.224
yangon,2019-01-24 18:04:00,fashion_accessories,86.68,8,34.672,728.112,credit card,member,male,7.2,693.44,34.672
yangon,2019-01-24 20:36:00,health_and_beauty,77.5,5,19.375,406.875,ewallet,normal,female,4.3,387.5,19.375
yangon,2019-01-25 11:05:00,fashion_accessories,74.1,1,3.705,77.805,cash,normal,male,9.2,74.1,3.705
yangon,2019-01-25 11:40:00,sports_and_travel,40.05,4,8.01,168.21,cash,member,female,9.7,160.2,8.01
yangon,2019-01-25 14:19:00,home_and_lifestyle,53.3,3,7.995,167.895,ewallet,member,male,7.5,159.9,7.995
yangon,2019-01-25 15:54:00,home_and_lifestyle,60.01,4,12.002,252.042,cash,member,male,4.5,240.04,12.002
yangon,2019-01-25 20:24:00,electronic_accessories,26.23,9,11.8035,247.8735,ewallet,normal,male,5.9,236.07,11.8035
yangon,2019-01-26 12:43:00,fashion_accessories,21.32,1,1.066,22.386,cash,normal,male,5.9,21.32,1.066
yangon,2019-01-26 18:19:00,fashion_accessories,12.09,1,0.6045,12.6945,credit card,normal,female,8.2,12.09,0.6045
yangon,2019-01-26 18:22:00,electronic_accessories,51.69,7,18.0915,379.9215,cash,normal,male,5.5,361.83,18.0915
yangon,2019-01-27 13:26:00,sports_and_travel,32.25,5,8.0625,169.3125,cash,normal,female,9.0,161.25,8.0625
yangon,2019-01-27 14:36:00,food_and_beverages,81.71,6,24.513,514.773,credit card,normal,male,8.0,490.26,24.513
yangon,2019-01-27 15:51:00,home_and_lifestyle,12.03,2,1.203,25.263,cash,normal,female,5.1,24.06,1.203
yangon,2019-01-27 18:05:00,fashion_accessories,54.28,7,18.998,398.958,ewallet,normal,female,9.3,379.96,18.998
yangon,2019-01-27 18:08:00,electronic_accessories,73.26,1,3.663,76.923,ewallet,member,male,9.7,73.26,3.663
yangon,2019-01-27 20:33:00,health_and_beauty,58.22,8,23.288,489.048,ewallet,member,male,8.4,465.76,23.288
yangon,2019-01-28 17:35:00,food_and_beverages,11.53,7,4.0355,84.7455,cash,normal,male,8.1,80.71,4.0355
yangon,2019-01-28 20:54:00,electronic_accessories,24.18,8,9.672,203.112,ewallet,member,male,9.8,193.44,9.672
yangon,2019-01-29 11:26:00,electronic_accessories,38.6,1,1.93,40.53,ewallet,normal,male,6.7,38.6,1.93
yangon,2019-01-29 11:56:00,fashion_accessories,83.24,9,37.458,786.618,credit card,normal,male,7.4,749.16,37.458
yangon,2019-01-29 15:48:00,sports_and_travel,27.93,5,6.9825,146.6325,cash,member,female,5.9,139.65,6.9825
yangon,2019-01-29 18:15:00,sports_and_travel,22.01,4,4.402,92.442,credit card,member,female,6.6,88.04,4.402
yangon,2019-01-29 19:45:00,home_and_lifestyle,87.37,5,21.8425,458.6925,cash,member,female,6.6,436.85,21.8425
yangon,2019-01-30 11:32:00,electronic_accessories,93.78,3,14.067,295.407,credit card,member,male,5.9,281.34,14.067
yangon,2019-01-31 10:00:00,fashion_accessories,51.34,8,20.536,431.256,ewallet,member,male,7.6,410.72,20.536
yangon,2019-01-31 10:46:00,electronic_accessories,66.35,1,3.3175,69.6675,credit card,member,male,9.7,66.35,3.3175
yangon,2019-01-31 13:47:00,electronic_accessories,20.77,4,4.154,87.234,cash,member,male,4.7,83.08,4.154
yangon,2019-02-01 15:24:00,food_and_beverages,41.66,6,12.498,262.458,ewallet,member,male,5.6,249.96,12.498
yangon,2019-02-01 16:57:00,sports_and_travel,42.47,1,2.1235,44.5935,cash,normal,male,5.7,42.47,2.1235
yangon,2019-02-02 15:47:00,sports_and_travel,51.52,8,20.608,432.768,cash,member,female,9.6,412.16,20.608
yangon,2019-02-02 18:31:00,fashion_accessories,43.13,10,21.565,452.865,credit card,member,male,5.5,431.3,21.565
yangon,2019-02-02 18:50:00,health_and_beauty,18.33,1,0.9165,19.2465,cash,member,female,4.3,18.33,0.9165
yangon,2019-02-02 20:48:00,food_and_beverages,10.96,10,5.48,115.08,ewallet,normal,female,6.0,109.6,5.48
yangon,2019-02-03 16:16:00,sports_and_travel,39.47,2,3.947,82.887,credit card,member,female,5.0,78.94,3.947
yangon,2019-02-03 17:36:00,sports_and_travel,88.63,3,13.2945,279.1845,ewallet,member,male,6.0,265.89,13.2945
yangon,2019-02-03 18:14:00,food_and_beverages,66.52,4,13.304,279.384,ewallet,normal,male,6.9,266.08,13.304
yangon,2019-02-13 12:38:00,electronic_accessories,32.25,4,6.45,135.45,ewallet,member,male,6.5,129.0,6.45
yangon,2019-02-13 18:27:00,electronic_accessories,76.82,1,3.841,80.661,ewallet,member,male,7.2,76.82,3.841
yangon,2019-02-14 14:42:00,health_and_beauty,91.3,1,4.565,95.865,ewallet,member,male,9.2,91.3,4.565
yangon,2019-02-14 15:04:00,sports_and_travel,44.65,3,6.6975,140.6475,cash,normal,male,6.2,133.95,6.6975
yangon,2019-02-14 17:03:00,electronic_accessories,99.56,8,39.824,836.304,credit card,normal,female,5.2,796.48,39.824
yangon,2019-02-15 10:36:00,food_and_beverages,67.1,3,10.065,211.365,cash,normal,female,7.5,201.3,10.065
yangon,2019-02-15 13:30:00,food_and_beverages,52.2,3,7.83,164.43,credit card,normal,male,9.5,156.6,7.83
yangon,2019-02-15 15:21:00,fashion_accessories,51.94,3,7.791,163.611,cash,normal,male,7.9,155.82,7.791
yangon,2019-02-15 17:01:00,home_and_lifestyle,69.96,8,27.984,587.664,credit card,normal,female,6.4,559.68,27.984
yangon,2019-02-15 18:03:00,health_and_beauty,15.26,6,4.578,96.138,ewallet,normal,male,9.8,91.56,4.578
yangon,2019-02-16 10:33:00,food_and_beverages,24.82,7,8.687,182.427,credit card,member,male,7.1,173.74,8.687
yangon,2019-02-17 11:12:00,food_and_beverages,80.96,8,32.384,680.064,credit card,member,male,7.4,647.68,32.384
yangon,2019-02-17 11:15:00,electronic_accessories,34.56,5,8.64,181.44,ewallet,normal,male,9.9,172.8,8.64
yangon,2019-02-17 13:34:00,fashion_accessories,45.38,3,6.807,142.947,credit card,normal,male,7.2,136.14,6.807
yangon,2019-02-17 16:27:00,health_and_beauty,92.09,3,13.8135,290.0835,cash,member,female,4.2,276.27,13.8135
yangon,2019-02-17 17:09:00,home_and_lifestyle,88.79,8,35.516,745.836,cash,member,female,4.1,710.32,35.516
yangon,2019-02-17 17:27:00,food_and_beverages,32.9,3,4.935,103.635,credit card,normal,male,9.1,98.7,4.935
yangon,2019-02-17 19:41:00,sports_and_travel,98.09,9,44.1405,926.9505,cash,normal,male,9.3,882.81,44.1405
yangon,2019-02-18 13:28:00,fashion_accessories,88.34,7,30.919,649.299,cash,member,female,6.6,618.38,30.919
yangon,2019-02-18 15:39:00,home_and_lifestyle,34.42,6,10.326,216.846,cash,member,female,9.8,206.52,10.326
yangon,2019-02-18 20:29:00,electronic_accessories,62.48,1,3.124,65.604,cash,member,female,4.7,62.48,3.124
yangon,2019-02-19 10:12:00,fashion_accessories,98.48,2,9.848,206.808,ewallet,normal,female,9.2,196.96,9.848
yangon,2019-02-19 14:53:00,health_and_beauty,50.79,5,12.6975,266.6475,credit card,normal,male,5.3,253.95,12.6975
yangon,2019-02-19 15:07:00,food_and_beverages,98.66,9,44.397,932.337,cash,member,female,8.4,887.94,44.397
yangon,2019-02-19 19:38:00,electronic_accessories,69.58,9,31.311,657.531,credit card,member,male,7.8,626.22,31.311
yangon,2019-02-20 15:29:00,home_and_lifestyle,37.69,2,3.769,79.149,ewallet,member,male,9.5,75.38,3.769
yangon,2019-02-20 15:55:00,food_and_beverages,92.29,5,23.0725,484.5225,credit card,member,male,9.0,461.45,23.0725
yangon,2019-02-20 16:49:00,health_and_beauty,32.32,10,16.16,339.36,credit card,normal,female,10.0,323.2,16.16
yangon,2019-02-21 16:55:00,electronic_accessories,94.64,3,14.196,298.116,cash,member,female,5.5,283.92,14.196
yangon,2019-02-22 12:30:00,electronic_accessories,17.42,10,8.71,182.91,ewallet,member,female,7.0,174.2,8.71
yangon,2019-02-22 15:15:00,sports_and_travel,24.49,10,12.245,257.145,cash,member,female,8.1,244.9,12.245
yangon,2019-02-22 15:33:00,home_and_lifestyle,65.82,1,3.291,69.111,cash,normal,male,4.1,65.82,3.291
yangon,2019-02-23 18:30:00,food_and_beverages,73.47,4,14.694,308.574,cash,member,female,6.0,293.88,14.694
yangon,2019-02-24 10:10:00,home_and_lifestyle,47.68,2,4.768,100.128,credit card,member,female,4.1,95.36,4.768
yangon,2019-02-24 18:06:00,electronic_accessories,40.26,10,20.13,422.73,credit card,normal,female,5.0,402.6,20.13
yangon,2019-02-25 14:36:00,electronic_accessories,68.84,6,20.652,433.692,ewallet,member,female,5.8,413.04,20.652
yangon,2019-02-25 16:03:00,sports_and_travel,91.41,5,22.8525,479.9025,ewallet,member,female,7.1,457.05,22.8525
yangon,2019-02-25 16:21:00,sports_and_travel,63.69,1,3.1845,66.8745,cash,normal,male,6.0,63.69,3.1845
yangon,2019-02-25 17:16:00,fashion_accessories,73.05,4,14.61,306.81,credit card,normal,female,4.9,292.2,14.61
yangon,2019-02-25 18:45:00,food_and_beverages,99.6,3,14.94,313.74,cash,member,female,5.8,298.8,14.94
yangon,2019-02-25 20:35:00,health_and_beauty,65.18,3,9.777,205.317,credit card,normal,male,6.3,195.54,9.777
yangon,2019-02-26 12:28:00,electronic_accessories,46.61,2,4.661,97.881,credit card,normal,female,6.6,93.22,4.661
yangon,2019-02-26 17:46:00,fashion_accessories,55.45,1,2.7725,58.2225,credit card,member,male,4.9,55.45,2.7725
yangon,2019-02-27 11:40:00,food_and_beverages,74.44,10,37.22,781.62,ewallet,normal,female,5.1,744.4,37.22
yangon,2019-02-27 12:22:00,fashion_accessories,21.48,2,2.148,45.108,ewallet,member,male,6.6,42.96,2.148
yangon,2019-02-27 12:52:00,electronic_accessories,92.6,7,32.41,680.61,credit card,member,male,9.3,648.2,32.41
yangon,2019-02-27 16:10:00,fashion_accessories,77.93,9,35.0685,736.4385,ewallet,normal,female,7.6,701.37,35.0685
yangon,2019-02-27 18:24:00,food_and_beverages,18.85,10,9.425,197.925,ewallet,member,male,5.6,188.5,9.425
yangon,2019-02-28 19:33:00,health_and_beauty,56.0,3,8.4,176.4,ewallet,normal,male,4.8,168.0,8.4
yangon,2019-02-28 20:18:00,food_and_beverages,80.62,6,24.186,507.906,cash,member,male,9.1,483.72,24.186
yangon,2019-03-01 11:36:00,health_and_beauty,70.01,5,17.5025,367.5525,ewallet,normal,male,5.5,350.05,17.5025
yangon,2019-03-01 12:02:00,health_and_beauty,23.03,9,10.3635,217.6335,ewallet,normal,female,7.9,207.27,10.3635
yangon,2019-03-01 16:47:00,home_and_lifestyle,67.09,5,16.7725,352.2225,credit card,normal,female,9.1,335.45,16.7725
yangon,2019-03-02 10:31:00,food_and_beverages,27.28,5,6.82,143.22,credit card,normal,female,8.6,136.4,6.82
yangon,2019-03-02 11:25:00,food_and_beverages,67.45,10,33.725,708.225,ewallet,member,male,4.2,674.5,33.725
yangon,2019-03-02 14:38:00,home_and_lifestyle,94.88,7,33.208,697.368,cash,member,female,4.2,664.16,33.208
yangon,2019-03-02 15:59:00,fashion_accessories,77.02,5,19.255,404.355,cash,normal,male,5.5,385.1,19.255
yangon,2019-03-02 17:24:00,home_and_lifestyle,72.78,10,36.39,764.19,cash,member,male,7.3,727.8,36.39
yangon,2019-03-03 13:23:00,home_and_lifestyle,46.33,7,16.2155,340.5255,credit card,normal,male,7.4,324.31,16.2155
yangon,2019-03-03 15:09:00,health_and_beauty,25.0,1,1.25,26.25,ewallet,normal,male,5.5,25.0,1.25
yangon,2019-03-03 17:01:00,food_and_beverages,22.17,8,8.868,186.228,credit card,member,male,9.6,177.36,8.868
yangon,2019-03-03 20:06:00,fashion_accessories,46.41,1,2.3205,48.7305,credit card,normal,male,4.0,46.41,2.3205
yangon,2019-03-03 20:31:00,health_and_beauty,28.95,7,10.1325,212.7825,credit card,normal,male,6.0,202.65,10.1325
yangon,2019-03-13 14:16:00,food_and_beverages,54.27,5,13.5675,284.9175,ewallet,normal,female,4.6,271.35,13.5675
yangon,2019-03-13 16:40:00,health_and_beauty,15.87,10,7.935,166.635,cash,member,male,5.8,158.7,7.935
yangon,2019-03-13 19:44:00,food_and_beverages,45.79,7,16.0265,336.5565,credit card,normal,male,7.0,320.53,16.0265
yangon,2019-03-14 11:21:00,food_and_beverages,23.48,2,2.348,49.308,credit card,member,male,7.9,46.96,2.348
yangon,2019-03-14 12:07:00,electronic_accessories,99.55,7,34.8425,731.6925,cash,normal,male,7.6,696.85,34.8425
yangon,2019-03-14 14:13:00,electronic_accessories,15.69,3,2.3535,49.4235,credit card,normal,female,5.8,47.07,2.3535
yangon,2019-03-14 14:19:00,sports_and_travel,97.48,9,43.866,921.186,ewallet,member,female,7.4,877.32,43.866
yangon,2019-03-15 10:12:00,health_and_beauty,96.58,2,9.658,202.818,credit card,normal,male,5.1,193.16,9.658
yangon,2019-03-15 15:36:00,health_and_beauty,24.89,9,11.2005,235.2105,cash,normal,male,7.4,224.01,11.2005
yangon,2019-03-15 18:20:00,fashion_accessories,19.66,10,9.83,206.43,credit card,member,female,7.2,196.6,9.83
yangon,2019-03-16 11:22:00,home_and_lifestyle,23.75,4,4.75,99.75,cash,normal,male,5.2,95.0,4.75
yangon,2019-03-16 12:43:00,food_and_beverages,63.61,5,15.9025,333.9525,ewallet,normal,female,4.8,318.05,15.9025
yangon,2019-03-16 19:25:00,sports_and_travel,72.5,8,29.0,609.0,ewallet,normal,male,9.2,580.0,29.0
yangon,2019-03-17 16:36:00,home_and_lifestyle,77.47,4,15.494,325.374,cash,normal,female,4.2,309.88,15.494
yangon,2019-03-17 19:53:00,sports_and_travel,76.92,10,38.46,807.66,ewallet,member,male,5.6,769.2,38.46
yangon,2019-03-18 16:10:00,sports_and_travel,33.26,5,8.315,174.615,credit card,normal,female,4.2,166.3,8.315
yangon,2019-03-18 17:15:00,electronic_accessories,51.19,4,10.238,214.998,credit card,normal,female,4.7,204.76,10.238
yangon,2019-03-19 11:30:00,electronic_accessories,32.71,5,8.1775,171.7275,credit card,normal,male,9.9,163.55,8.1775
yangon,2019-03-19 11:52:00,home_and_lifestyle,23.29,4,4.658,97.818,credit card,member,male,5.9,93.16,4.658
yangon,2019-03-19 13:25:00,electronic_accessories,75.06,9,33.777,709.317,ewallet,normal,female,6.2,675.54,33.777
yangon,2019-03-19 13:37:00,food_and_beverages,83.34,2,8.334,175.014,cash,member,female,7.6,166.68,8.334
yangon,2019-03-19 15:23:00,fashion_accessories,15.5,1,0.775,16.275,credit card,normal,female,7.4,15.5,0.775
yangon,2019-03-19 15:49:00,fashion_accessories,76.4,9,34.38,721.98,ewallet,normal,male,7.5,687.6,34.38
yangon,2019-03-20 11:32:00,home_and_lifestyle,93.96,9,42.282,887.922,cash,normal,male,9.8,845.64,42.282
yangon,2019-03-20 12:24:00,sports_and_travel,38.72,9,17.424,365.904,ewallet,member,female,4.2,348.48,17.424
yangon,2019-03-20 15:08:00,electronic_accessories,74.51,6,22.353,469.413,ewallet,member,male,5.0,447.06,22.353
yangon,2019-03-20 15:56:00,food_and_beverages,43.25,2,4.325,90.825,cash,normal,male,6.2,86.5,4.325
yangon,2019-03-20 19:44:00,food_and_beverages,91.61,1,4.5805,96.1905,cash,member,female,9.8,91.61,4.5805
yangon,2019-03-20 19:57:00,sports_and_travel,44.02,10,22.01,462.21,credit card,member,male,9.6,440.2,22.01
yangon,2019-03-21 10:17:00,electronic_accessories,28.45,5,7.1125,149.3625,credit card,member,female,9.1,142.25,7.1125
yangon,2019-03-21 10:40:00,electronic_accessories,26.48,3,3.972,83.412,ewallet,member,female,4.7,79.44,3.972
yangon,2019-03-21 16:08:00,electronic_accessories,90.02,8,36.008,756.168,credit card,normal,female,4.5,720.16,36.008
yangon,2019-03-21 16:21:00,home_and_lifestyle,33.84,9,15.228,319.788,ewallet,member,male,8.8,304.56,15.228
yangon,2019-03-22 14:00:00,electronic_accessories,95.15,1,4.7575,99.9075,cash,normal,male,6.0,95.15,4.7575
yangon,2019-03-22 14:33:00,sports_and_travel,85.91,5,21.4775,451.0275,credit card,normal,male,8.6,429.55,21.4775
yangon,2019-03-22 15:05:00,home_and_lifestyle,18.28,1,0.914,19.194,credit card,normal,male,8.3,18.28,0.914
yangon,2019-03-22 19:06:00,food_and_beverages,56.56,5,14.14,296.94,credit card,normal,female,4.5,282.8,14.14
yangon,2019-03-22 19:20:00,home_and_lifestyle,52.59,8,21.036,441.756,credit card,member,female,8.5,420.72,21.036
yangon,2019-03-22 19:36:00,home_and_lifestyle,50.93,8,20.372,427.812,ewallet,normal,male,9.2,407.44,20.372
yangon,2019-03-22 20:19:00,sports_and_travel,62.13,6,18.639,391.419,cash,normal,male,7.4,372.78,18.639
yangon,2019-03-23 10:13:00,home_and_lifestyle,25.29,1,1.2645,26.5545,ewallet,normal,female,6.1,25.29,1.2645
yangon,2019-03-23 10:16:00,food_and_beverages,52.75,3,7.9125,166.1625,ewallet,normal,male,9.3,158.25,7.9125
yangon,2019-03-23 10:55:00,sports_and_travel,15.5,10,7.75,162.75,ewallet,member,male,8.0,155.0,7.75
yangon,2019-03-23 13:14:00,electronic_accessories,73.47,10,36.735,771.435,ewallet,member,female,9.5,734.7,36.735
yangon,2019-03-23 18:59:00,fashion_accessories,37.15,4,7.43,156.03,ewallet,normal,male,8.3,148.6,7.43
yangon,2019-03-23 19:16:00,food_and_beverages,73.88,6,22.164,465.444,ewallet,normal,male,4.4,443.28,22.164
yangon,2019-03-24 10:29:00,home_and_lifestyle,65.94,4,13.188,276.948,cash,member,male,6.0,263.76,13.188
yangon,2019-03-24 14:22:00,home_and_lifestyle,70.32,2,7.032,147.672,ewallet,member,female,9.6,140.64,7.032
yangon,2019-03-25 13:07:00,electronic_accessories,36.36,4,7.272,152.712,cash,member,male,7.6,145.44,7.272
yangon,2019-03-25 15:19:00,food_and_beverages,55.39,4,11.078,232.638,ewallet,normal,female,8.0,221.56,11.078
yangon,2019-03-25 18:02:00,health_and_beauty,15.8,3,2.37,49.77,cash,normal,female,9.5,47.4,2.37
yangon,2019-03-25 18:51:00,electronic_accessories,19.32,7,6.762,142.002,cash,member,male,6.9,135.24,6.762
yangon,2019-03-26 11:07:00,health_and_beauty,10.69,5,2.6725,56.1225,ewallet,member,female,7.6,53.45,2.6725
yangon,2019-03-26 13:54:00,health_and_beauty,64.27,4,12.854,269.934,cash,normal,female,7.7,257.08,12.854
yangon,2019-03-26 18:37:00,fashion_accessories,41.28,3,6.192,130.032,credit card,member,male,8.5,123.84,6.192
yangon,2019-03-26 19:44:00,fashion_accessories,52.38,1,2.619,54.999,cash,normal,male,5.8,52.38,2.619
yangon,2019-03-26 20:14:00,electronic_accessories,72.2,7,25.27,530.67,ewallet,member,male,4.3,505.4,25.27
yangon,2019-03-26 20:21:00,health_and_beauty,27.73,5,6.9325,145.5825,credit card,member,female,4.2,138.65,6.9325
yangon,2019-03-27 11:26:00,home_and_lifestyle,44.34,2,4.434,93.114,cash,member,male,5.8,88.68,4.434
yangon,2019-03-27 13:48:00,health_and_beauty,32.46,8,12.984,272.664,credit card,normal,male,4.9,259.68,12.984
yangon,2019-03-27 14:03:00,food_and_beverages,52.34,3,7.851,164.871,cash,normal,female,9.2,157.02,7.851
yangon,2019-03-27 16:30:00,food_and_beverages,79.54,2,7.954,167.034,ewallet,member,female,6.2,159.08,7.954
yangon,2019-03-27 20:35:00,food_and_beverages,49.38,7,17.283,362.943,credit card,member,male,7.3,345.66,17.283
yangon,2019-03-28 15:30:00,food_and_beverages,71.68,3,10.752,225.792,credit card,normal,female,9.2,215.04,10.752
yangon,2019-03-28 15:31:00,food_and_beverages,51.34,5,12.835,269.535,credit card,member,male,9.1,256.7,12.835
yangon,2019-03-28 16:06:00,fashion_accessories,71.46,7,25.011,525.231,ewallet,member,female,4.5,500.22,25.011
yangon,2019-03-28 16:44:00,food_and_beverages,58.26,6,17.478,367.038,cash,normal,male,9.9,349.56,17.478
yangon,2019-03-28 17:38:00,electronic_accessories,26.02,7,9.107,191.247,cash,normal,male,5.1,182.14,9.107
yangon,2019-03-28 20:14:00,health_and_beauty,10.08,7,3.528,74.088,cash,member,male,4.2,70.56,3.528
